,lab_id,norm_type,plate_num,plate_row,assay_version_id,plate_col,optical_density,conc,inhibitor,map_version_id
126,10004,Blank 490,1,O,OHSU_HNSCC_derm002,8,0.821,0,NONE,OHSU_HNSCC_derm002
127,10004,Blank 490,1,P,OHSU_HNSCC_derm002,8,0.66,0,NONE,OHSU_HNSCC_derm002
128,10004,Blank 490,1,A,OHSU_HNSCC_derm002,9,0.004,10;10,Dasatinib;Gefitinib,OHSU_HNSCC_derm002
129,10004,Blank 490,1,B,OHSU_HNSCC_derm002,9,0.416,10,Sorafenib,OHSU_HNSCC_derm002
130,10004,Blank 490,1,C,OHSU_HNSCC_derm002,9,0.741,10,Rosmarinic acid,OHSU_HNSCC_derm002
131,10004,Blank 490,1,D,OHSU_HNSCC_derm002,9,0.496,10,Rapamycin,OHSU_HNSCC_derm002
132,10004,Blank 490,1,E,OHSU_HNSCC_derm002,9,0.69,10,Vismodegib,OHSU_HNSCC_derm002
133,10004,Blank 490,1,F,OHSU_HNSCC_derm002,9,0.161,10,PP242,OHSU_HNSCC_derm002
134,10004,Blank 490,1,G,OHSU_HNSCC_derm002,9,0.62,10,Alectinib,OHSU_HNSCC_derm002
135,10004,Blank 490,1,H,OHSU_HNSCC_derm002,9,0.303,10,Brigatinib,OHSU_HNSCC_derm002
136,10004,Blank 490,1,I,OHSU_HNSCC_derm002,9,0.267,10,BIBW-2992 (EGFR irrev.),OHSU_HNSCC_derm002
137,10004,Blank 490,1,J,OHSU_HNSCC_derm002,9,0.587,10,MK-2206,OHSU_HNSCC_derm002
138,10004,Blank 490,1,K,OHSU_HNSCC_derm002,9,0.245,10;10,Ruxolitinib;Gefitinib,OHSU_HNSCC_derm002
139,10004,Blank 490,1,L,OHSU_HNSCC_derm002,9,0.003,10,Flavopiridol ,OHSU_HNSCC_derm002
140,10004,Blank 490,1,M,OHSU_HNSCC_derm002,9,0.682,10,Indirubin,OHSU_HNSCC_derm002
141,10004,Blank 490,1,N,OHSU_HNSCC_derm002,9,0.616,10,PF-533228,OHSU_HNSCC_derm002
142,10004,Blank 490,1,O,OHSU_HNSCC_derm002,9,0.853,10,Licochalcone A (from licorice),OHSU_HNSCC_derm002
143,10004,Blank 490,1,P,OHSU_HNSCC_derm002,9,0.03,10,17-AAG (Tanespimycin),OHSU_HNSCC_derm002
144,10004,Blank 490,1,A,OHSU_HNSCC_derm002,10,0.011,3.33333;3.33333,Dasatinib;Gefitinib,OHSU_HNSCC_derm002
145,10004,Blank 490,1,B,OHSU_HNSCC_derm002,10,0.657,3.3333333333333335,Sorafenib,OHSU_HNSCC_derm002
146,10004,Blank 490,1,C,OHSU_HNSCC_derm002,10,0.743,3.3333333333333335,Rosmarinic acid,OHSU_HNSCC_derm002
147,10004,Blank 490,1,D,OHSU_HNSCC_derm002,10,0.497,3.3333333333333335,Rapamycin,OHSU_HNSCC_derm002
148,10004,Blank 490,1,E,OHSU_HNSCC_derm002,10,0.717,3.3333333333333335,Vismodegib,OHSU_HNSCC_derm002
149,10004,Blank 490,1,F,OHSU_HNSCC_derm002,10,0.194,3.3333333333333335,PP242,OHSU_HNSCC_derm002
150,10004,Blank 490,1,G,OHSU_HNSCC_derm002,10,0.462,3.3333333333333335,Alectinib,OHSU_HNSCC_derm002
151,10004,Blank 490,1,H,OHSU_HNSCC_derm002,10,0.405,3.3333333333333335,Brigatinib,OHSU_HNSCC_derm002
152,10004,Blank 490,1,I,OHSU_HNSCC_derm002,10,0.256,3.3333333333333335,BIBW-2992 (EGFR irrev.),OHSU_HNSCC_derm002
153,10004,Blank 490,1,J,OHSU_HNSCC_derm002,10,0.597,3.3333333333333335,MK-2206,OHSU_HNSCC_derm002
154,10004,Blank 490,1,K,OHSU_HNSCC_derm002,10,0.247,3.33333;3.33333,Ruxolitinib;Gefitinib,OHSU_HNSCC_derm002
155,10004,Blank 490,1,L,OHSU_HNSCC_derm002,10,0.005,3.3333333333333335,Flavopiridol ,OHSU_HNSCC_derm002
156,10004,Blank 490,1,M,OHSU_HNSCC_derm002,10,0.681,3.3333333333333335,Indirubin,OHSU_HNSCC_derm002
157,10004,Blank 490,1,N,OHSU_HNSCC_derm002,10,0.659,3.3333333333333335,PF-533228,OHSU_HNSCC_derm002
158,10004,Blank 490,1,O,OHSU_HNSCC_derm002,10,0.797,3.3333333333333335,Licochalcone A (from licorice),OHSU_HNSCC_derm002
159,10004,Blank 490,1,P,OHSU_HNSCC_derm002,10,0.335,3.3333333333333335,17-AAG (Tanespimycin),OHSU_HNSCC_derm002
160,10004,Blank 490,1,A,OHSU_HNSCC_derm002,11,0.014,1.1111;1.11111,Dasatinib;Gefitinib,OHSU_HNSCC_derm002
161,10004,Blank 490,1,B,OHSU_HNSCC_derm002,11,0.71,1.1111111111111112,Sorafenib,OHSU_HNSCC_derm002
162,10004,Blank 490,1,C,OHSU_HNSCC_derm002,11,0.732,1.1111111111111112,Rosmarinic acid,OHSU_HNSCC_derm002
163,10004,Blank 490,1,D,OHSU_HNSCC_derm002,11,0.528,1.1111111111111112,Rapamycin,OHSU_HNSCC_derm002
164,10004,Blank 490,1,E,OHSU_HNSCC_derm002,11,0.698,1.1111111111111112,Vismodegib,OHSU_HNSCC_derm002
165,10004,Blank 490,1,F,OHSU_HNSCC_derm002,11,0.318,1.1111111111111112,PP242,OHSU_HNSCC_derm002
166,10004,Blank 490,1,G,OHSU_HNSCC_derm002,11,0.55,1.1111111111111112,Alectinib,OHSU_HNSCC_derm002
167,10004,Blank 490,1,H,OHSU_HNSCC_derm002,11,0.581,1.1111111111111112,Brigatinib,OHSU_HNSCC_derm002
168,10004,Blank 490,1,I,OHSU_HNSCC_derm002,11,0.231,1.1111111111111112,BIBW-2992 (EGFR irrev.),OHSU_HNSCC_derm002
169,10004,Blank 490,1,J,OHSU_HNSCC_derm002,11,0.619,1.1111111111111112,MK-2206,OHSU_HNSCC_derm002
170,10004,Blank 490,1,K,OHSU_HNSCC_derm002,11,0.244,1.1111;1.11111,Ruxolitinib;Gefitinib,OHSU_HNSCC_derm002
171,10004,Blank 490,1,L,OHSU_HNSCC_derm002,11,0.001,1.1111111111111112,Flavopiridol ,OHSU_HNSCC_derm002
172,10004,Blank 490,1,M,OHSU_HNSCC_derm002,11,0.761,1.1111111111111112,Indirubin,OHSU_HNSCC_derm002
173,10004,Blank 490,1,N,OHSU_HNSCC_derm002,11,0.745,1.1111111111111112,PF-533228,OHSU_HNSCC_derm002
174,10004,Blank 490,1,O,OHSU_HNSCC_derm002,11,0.77,1.1111111111111112,Licochalcone A (from licorice),OHSU_HNSCC_derm002
175,10004,Blank 490,1,P,OHSU_HNSCC_derm002,11,0.265,1.1111111111111112,17-AAG (Tanespimycin),OHSU_HNSCC_derm002
176,10004,Blank 490,1,A,OHSU_HNSCC_derm002,12,0.026,0.37037;0.37037,Dasatinib;Gefitinib,OHSU_HNSCC_derm002
177,10004,Blank 490,1,B,OHSU_HNSCC_derm002,12,0.726,0.3703703703703704,Sorafenib,OHSU_HNSCC_derm002
178,10004,Blank 490,1,C,OHSU_HNSCC_derm002,12,0.707,0.3703703703703704,Rosmarinic acid,OHSU_HNSCC_derm002
179,10004,Blank 490,1,D,OHSU_HNSCC_derm002,12,0.529,0.3703703703703704,Rapamycin,OHSU_HNSCC_derm002
180,10004,Blank 490,1,E,OHSU_HNSCC_derm002,12,0.731,0.3703703703703704,Vismodegib,OHSU_HNSCC_derm002
181,10004,Blank 490,1,F,OHSU_HNSCC_derm002,12,0.433,0.3703703703703704,PP242,OHSU_HNSCC_derm002
182,10004,Blank 490,1,G,OHSU_HNSCC_derm002,12,0.671,0.3703703703703704,Alectinib,OHSU_HNSCC_derm002
183,10004,Blank 490,1,H,OHSU_HNSCC_derm002,12,0.58,0.3703703703703704,Brigatinib,OHSU_HNSCC_derm002
184,10004,Blank 490,1,I,OHSU_HNSCC_derm002,12,0.231,0.3703703703703704,BIBW-2992 (EGFR irrev.),OHSU_HNSCC_derm002
185,10004,Blank 490,1,J,OHSU_HNSCC_derm002,12,0.652,0.3703703703703704,MK-2206,OHSU_HNSCC_derm002
186,10004,Blank 490,1,K,OHSU_HNSCC_derm002,12,0.257,0.37037;0.37037,Ruxolitinib;Gefitinib,OHSU_HNSCC_derm002
187,10004,Blank 490,1,L,OHSU_HNSCC_derm002,12,0.002,0.3703703703703704,Flavopiridol ,OHSU_HNSCC_derm002
188,10004,Blank 490,1,M,OHSU_HNSCC_derm002,12,0.736,0.3703703703703704,Indirubin,OHSU_HNSCC_derm002
189,10004,Blank 490,1,N,OHSU_HNSCC_derm002,12,0.726,0.3703703703703704,PF-533228,OHSU_HNSCC_derm002
190,10004,Blank 490,1,O,OHSU_HNSCC_derm002,12,0.759,0.3703703703703704,Licochalcone A (from licorice),OHSU_HNSCC_derm002
191,10004,Blank 490,1,P,OHSU_HNSCC_derm002,12,0.566,0.3703703703703704,17-AAG (Tanespimycin),OHSU_HNSCC_derm002
192,10004,Blank 490,1,A,OHSU_HNSCC_derm002,13,0.074,0.123456;0.123456,Dasatinib;Gefitinib,OHSU_HNSCC_derm002
193,10004,Blank 490,1,B,OHSU_HNSCC_derm002,13,0.665,0.1234567901234568,Sorafenib,OHSU_HNSCC_derm002
194,10004,Blank 490,1,C,OHSU_HNSCC_derm002,13,0.738,0.1234567901234568,Rosmarinic acid,OHSU_HNSCC_derm002
195,10004,Blank 490,1,D,OHSU_HNSCC_derm002,13,0.558,0.1234567901234568,Rapamycin,OHSU_HNSCC_derm002
196,10004,Blank 490,1,E,OHSU_HNSCC_derm002,13,0.739,0.1234567901234568,Vismodegib,OHSU_HNSCC_derm002
197,10004,Blank 490,1,F,OHSU_HNSCC_derm002,13,0.607,0.1234567901234568,PP242,OHSU_HNSCC_derm002
198,10004,Blank 490,1,G,OHSU_HNSCC_derm002,13,0.703,0.1234567901234568,Alectinib,OHSU_HNSCC_derm002
199,10004,Blank 490,1,H,OHSU_HNSCC_derm002,13,0.611,0.1234567901234568,Brigatinib,OHSU_HNSCC_derm002
200,10004,Blank 490,1,I,OHSU_HNSCC_derm002,13,0.24,0.1234567901234568,BIBW-2992 (EGFR irrev.),OHSU_HNSCC_derm002
201,10004,Blank 490,1,J,OHSU_HNSCC_derm002,13,0.68,0.1234567901234568,MK-2206,OHSU_HNSCC_derm002
202,10004,Blank 490,1,K,OHSU_HNSCC_derm002,13,0.33,0.123456;0.123456,Ruxolitinib;Gefitinib,OHSU_HNSCC_derm002
203,10004,Blank 490,1,L,OHSU_HNSCC_derm002,13,0.312,0.1234567901234568,Flavopiridol ,OHSU_HNSCC_derm002
204,10004,Blank 490,1,M,OHSU_HNSCC_derm002,13,0.723,0.1234567901234568,Indirubin,OHSU_HNSCC_derm002
205,10004,Blank 490,1,N,OHSU_HNSCC_derm002,13,0.713,0.1234567901234568,PF-533228,OHSU_HNSCC_derm002
